Name,FireDragonCrane,
File,C:\Users\Are-Laptop\Downloads\MainSTDTest1_270325.csv,
Starttime of export,133875522104190000,torsdag 27. mars 2025,13:30:10.419
Endtime of export,133875522631590000,torsdag 27. mars 2025,13:31:03.159


Name,MainPaDCV,MainPaCyl,MainPbDCV,Ps,MainXRef,MainPistonPosition,MainXDotRef,MainPistonVelocity,MainFlowA,MainFlowB,MainFF,MainPID,MainU,MainError,JibPaCyl,JibPaDCV,JibPbCyl,JibPbDCV,JibXRef,JibPistonPosition,JibXDotRef,JibVelocity,JibFlowA,JibFlowB,JibFF,JibPID,JibError,JibU,WinchPa,WinchPb,WinchDistance,JoystickExtrude,JoystickJib,JoystickMain,JoystickRotation,JoystickWinch
240,0.0689807892018754,57.9311536704506,0.28240830354717894,150.66578859153833,0.29989554182967793,0.29989554182967793,0,0,0,0,0,0,0,1.6242405570521257E-07,50.373568974253324,54.106433141347843,62.78006898211224,66.4541424842779,0.824445632184891,0.824445632184891,0,0,0,0,0,0,-1.9813128966372773E-06,0,0,0,0.13672288677093886,-0.02185341717348727,0.02167824914427964,-0.020269575059162465,-0.021782178217821781,-0.020554344440984116
250,0.06920306593431734,57.932440687341291,0.28236593091797457,150.66603377779037,0.29989530578043122,0.29989530578043122,0,0,0,0,0,0,0,2.3604924670461713E-07,50.374647748699196,54.106106424501647,62.781705974157127,66.4543026414158,0.82444763153327993,0.82444763153327993,0,0,0,0,0,0,-1.9993483889590991E-06,0,0,0,0.13672288677093886,-0.021544170704051128,0.021367078103931129,-0.019858010083341909,-0.021261073475768631,-0.020035295338939062
260,0.069373353415422459,57.933966080723877,0.28227283117393986,150.66586272707085,0.29989514108432191,0.29989514108432191,0,0,0,0,0,0,0,1.646961093060284E-07,50.375555233913659,54.105941897227758,62.78286399282846,66.454604214204352,0.82444932334125343,0.82444932334125343,0,0,0,0,0,0,-1.6918079734917768E-06,0,0,0,0.13672288677093886,-0.021956499329965982,0.02209314386474432,-0.020269575059162465,-0.021677957269411151,-0.020554344440984116
270,0.069495599020316226,57.935799032806628,0.28208568645232163,150.66545767919911,0.29989476704270895,0.29989476704270895,0,0,0,0,0,0,0,3.7404161296050731E-07,50.376303067648749,54.106214954658974,62.783870184295175,66.4551780249137,0.82445072825714272,0.82445072825714272,0,0,0,0,0,0,-1.4049158892914804E-06,0,0,0,0.13672288677093886,-0.022059581486444695,0.021989420184628152,-0.020681140034983024,-0.021782178217821781,-0.020761964081802139
280,0.069573589031337327,57.937326663657096,0.28186178508586385,150.6654193404608,0.29989420373420078,0.29989420373420078,0,0,0,0,0,0,0,5.6330850817243316E-07,50.376565133542606,54.106451899969123,62.784396716993228,66.455949424907246,0.82445234034742854,0.82445234034742854,0,0,0,0,0,0,-1.612090285818546E-06,0,0,0,0.13672288677093886,-0.021956499329965982,0.021574525464163469,-0.020166683815207326,-0.021365294424179261,-0.020346724800166097
290,0.069610948004722062,57.938088143575584,0.28165347000960594,150.66576347019463,0.29989374520902595,0.29989374520902595,0,0,0,0,0,0,0,4.5852517482902755E-07,50.376720911482913,54.106799585269556,62.784339554914617,66.456705039904776,0.82445445091900671,0.82445445091900671,0,0,0,0,0,0,-2.1105715781732926E-06,0,0,0,0.13672288677093886,-0.022059581486444695,0.02188569650451198,-0.020269575059162465,-0.021573736321000521,-0.020554344440984116
300,0.069611138832032668,57.93819673763641,0.28136379286030883,150.6664065316794,0.29989338396656762,0.29989338396656762,0,0,0,0,0,0,0,3.6124245833546453E-07,50.376972002575606,54.1073431836544,62.784136332665241,66.457443289475648,0.82445637518538406,0.82445637518538406,0,0,0,0,0,0,-1.9242663773511026E-06,0,0,0,0.13672288677093886,-0.021338006391093702,0.021470801784047297,-0.019755118839386767,-0.020948410630536738,-0.019931485518530054
310,0.069529270535883592,57.938432924513215,0.28104931977931213,150.66722303803766,0.29989311278863939,0.29989311278863939,0,0,0,0,0,0,0,2.7117792822384246E-07,50.376971595959915,54.107484825923606,62.78365625240378,66.458259187975472,0.82445812210450542,0.82445812210450542,0,0,0,0,0,0,-1.7469191213592694E-06,0,0,0,0.13672288677093886,-0.02185341717348727,0.02167824914427964,-0.020166683815207326,-0.021573736321000521,-0.020554344440984116
320,0.069421150799414244,57.938880819975623,0.28066530266654505,150.66780881073839,0.29989292474288554,0.29989292474288554,0,0,0,0,0,0,0,1.8804575385722444E-07,50.376790233637124,54.10697051238445,62.782781231670491,66.458998035968648,0.8244600166186774,0.8244600166186774,0,0,0,0,0,0,-1.8945141719850511E-06,0,0,0,0.13672288677093886,-0.022059581486444695,0.02188569650451198,-0.020269575059162465,-0.021782178217821781,-0.020761964081802139
330,0.069289539103761413,57.939278879381611,0.28021943708064612,150.66818203969626,0.29989253817618811,0.29989253817618811,0,0,0,0,0,0,0,3.8656669743009076E-07,50.376444710897445,54.106487067842892,62.782128133176087,66.459519184432423,0.82446172205350232,0.82446172205350232,0,0,0,0,0,0,-1.7054348249168072E-06,0,0,0,0.13672288677093886,-0.022162663642923412,0.022196867544860492,-0.020372466303117606,-0.021990620114643044,-0.02086577390221115
340,0.069137042471566157,57.9396781524694,0.27971897893891545,150.66807098021096,0.29989210975903868,0.29989210975903868,0,0,0,0,0,0,0,4.2841714942287723E-07,50.376143750314178,54.106178236610035,62.781535237064091,66.459839920225619,0.82446309043723887,0.82446309043723887,0,0,0,0,0,0,-1.368383736544132E-06,0,0,0,0.13672288677093886,-0.022162663642923412,0.022196867544860492,-0.020372466303117606,-0.021782178217821781,-0.02086577390221115
350,0.068966118721965966,57.94007695512709,0.27912256203913122,150.66737452476954,0.29989191991005615,0.29989191991005615,0,0,0,0,0,0,0,1.8984898253471272E-07,50.376173737734007,54.105595986086691,62.780710377160965,66.460073171131711,0.82446462043760271,0.82446462043760271,0,0,0,0,0,0,-1.530000363847428E-06,0,0,0,0.13672288677093886,-0.021544170704051128,0.021263354423814957,-0.019446445107521349,-0.020739968733715478,-0.020035295338939062
360,0.068827272923857943,57.940618333441634,0.27853745340835595,150.66643659717286,0.29989194818012543,0.29989194818012543,0,0,0,0,0,0,0,-2.8270069285518673E-08,50.376167797217327,54.104959681897682,62.77982200033788,66.460177597116811,0.82446629165351937,0.82446629165351937,0,0,0,0,0,0,-1.6712159166543117E-06,0,0,0,0.13672288677093886,-0.02185341717348727,0.021470801784047297,-0.019858010083341909,-0.021156852527357998,-0.020139105159348074
370,0.068862781542225332,57.941432059893458,0.27801315103503804,150.66557151425184,0.2998921750760925,0.2998921750760925,0,0,0,0,0,0,0,-2.2689596707037296E-07,50.376177337587151,54.10427663915344,62.778686486136884,66.460019654309122,0.824467926899107,0.824467926899107,0,0,0,0,0,0,-1.6352455876056382E-06,0,0,0,0.13672288677093886,-0.021750335017008557,0.021470801784047297,-0.019960901327297047,-0.021365294424179261,-0.020139105159348074
380,0.06900881877094843,57.942249757309092,0.27749812878183594,150.66487260420655,0.29989258205277575,0.29989258205277575,0,0,0,0,0,0,0,-4.0697668324263248E-07,50.376393717178161,54.103553707477225,62.777523049031032,66.459719665515436,0.82446968095501638,0.82446968095501638,0,0,0,0,0,0,-1.7540559094086916E-06,0,0,0,0.13672288677093886,-0.022162663642923412,0.022196867544860492,-0.020681140034983024,-0.022094841063053674,-0.02107339354302917
390,0.069158600967674067,57.943116037596454,0.27704178816383207,150.6646170178814,0.29989301399766355,0.29989301399766355,0,0,0,0,0,0,0,-4.3194488780207152E-07,50.376460352219745,54.102990056919879,62.776194184554456,66.459291436917809,0.82447122025910047,0.82447122025910047,0,0,0,0,0,0,-1.5393040840860905E-06,0,0,0,0.13672288677093886,-0.02247191011235955,0.022300591224976664,-0.020784031278938162,-0.021990620114643044,-0.02107339354302917
400,0.069311204046902192,57.943974970959339,0.27654433063191858,150.66476637158289,0.29989346698688962,0.29989346698688962,0,0,0,0,0,0,0,-4.5298922607406311E-07,50.376101128206557,54.102670145134248,62.774816224139627,66.4586034754883,0.82447224173656974,0.82447224173656974,0,0,0,0,0,0,-1.0214774692762774E-06,0,0,0,0.13672288677093886,-0.021544170704051128,0.021367078103931129,-0.019755118839386767,-0.020844189682126108,-0.019827675698121043
410,0.069369389101868573,57.94458285480291,0.27601137362241962,150.66518770786661,0.29989379985789227,0.29989379985789227,0,0,0,0,0,0,0,-3.3287100265066982E-07,50.375548075730606,54.102428998329422,62.773736320595638,66.457874348035,0.82447310344785829,0.82447310344785829,0,0,0,0,0,0,-8.6171128854672929E-07,0,0,0,0.13672288677093886,-0.021750335017008557,0.02188569650451198,-0.019960901327297047,-0.021365294424179261,-0.020139105159348074
420,0.069341316191764313,57.945200561462812,0.2755445613626798,150.6658551956281,0.29989415947425485,0.29989415947425485,0,0,0,0,0,0,0,-3.5961636257741958E-07,50.375013372892838,54.102308762541519,62.772787673879662,66.456966012258817,0.8244739742276177,0.8244739742276177,0,0,0,0,0,0,-8.7077975940985652E-07,0,0,0,0.13672288677093886,-0.021647252860529841,0.021574525464163469,-0.019858010083341909,-0.021261073475768631,-0.020242914979757085
430,0.0693311466217626,57.946113936889262,0.27513985928602935,150.66635878409954,0.29989440453545757,0.29989440453545757,0,0,0,0,0,0,0,-2.4506120271938769E-07,50.374401114312612,54.102395554369451,62.771817787228976,66.455705206563763,0.82447484983234409,0.82447484983234409,0,0,0,0,0,0,-8.7560472639136577E-07,0,0,0,0.13672288677093886,-0.022368827955880837,0.022196867544860492,-0.020681140034983024,-0.022199062011464304,-0.021281013183847192
440,0.069337329690830993,57.946955752496947,0.27479334612677231,150.66651827730664,0.29989454425314083,0.29989454425314083,0,0,0,0,0,0,0,-1.3971768325626854E-07,50.373720608511618,54.102381477792761,62.770591412441128,66.454080035164523,0.82447556833645086,0.82447556833645086,0,0,0,0,0,0,-7.1850410676699283E-07,0,0,0,0.13672288677093886,-0.022059581486444695,0.021989420184628152,-0.020372466303117606,-0.021990620114643044,-0.020761964081802139
450,0.069358387931968871,57.947729043569012,0.27445302643459357,150.66641181399348,0.29989486244486235,0.29989486244486235,0,0,0,0,0,0,0,-3.1819172152669495E-07,50.373028799205805,54.102227358415348,62.769184374883551,66.4524666409533,0.82447629890309315,0.82447629890309315,0,0,0,0,0,0,-7.3056664229298462E-07,0,0,0,0.13672288677093886,-0.021131842078136273,0.020952183383466445,-0.019446445107521349,-0.020739968733715478,-0.019516246236894009
460,0.06939291643760867,57.948581424899885,0.27411969340080161,150.66630441122646,0.29989534199566642,0.29989534199566642,0,0,0,0,0,0,0,-4.7955080406669737E-07,50.3725221935457,54.101946248551528,62.767521896791678,66.451014925557217,0.8244770375762609,0.8244770375762609,0,0,0,0,0,0,-7.3867316774389735E-07,0,0,0,0.13672288677093886,-0.021647252860529841,0.021574525464163469,-0.020063792571252185,-0.021156852527357998,-0.020139105159348074
470,0.069439581958507329,57.949309732053841,0.27384223505183081,150.66624476939086,0.29989582917009078,0.29989582917009078,0,0,0,0,0,0,0,-4.8717442435730618E-07,50.37233091346333,54.101598734954329,62.765681432112252,66.449764446616413,0.82447746463925742,0.82447746463925742,0,0,0,0,0,0,-4.2706299652195412E-07,0,0,0,0.13672288677093886,-0.021647252860529841,0.021367078103931129,-0.019755118839386767,-0.020948410630536738,-0.019931485518530054
480,0.069448928901342175,57.950066693425775,0.27376136055107136,150.66618068712017,0.29989632136743083,0.29989632136743083,0,0,0,0,0,0,0,-4.9219734005179205E-07,50.372138537618795,54.101192090032733,62.764023412469342,66.449039609712884,0.82447744805495327,0.82447744805495327,0,0,0,0,0,0,1.6584304152189588E-08,0,0,0,0.13672288677093886,-0.022574992268838263,0.022196867544860492,-0.020372466303117606,-0.022094841063053674,-0.02086577390221115
490,0.0694724293058073,57.950798581606769,0.273859921197752,150.66606461906926,0.2998970912068073,0.2998970912068073,0,0,0,0,0,0,0,-7.69839376468795E-07,50.371994115746816,54.100492208935236,62.762971907909566,66.448314640082558,0.82447734339048617,0.82447734339048617,0,0,0,0,0,0,1.0466446709322952E-07,0,0,0,0.13672288677093886,-0.02247191011235955,0.022300591224976664,-0.020578248791027882,-0.022094841063053674,-0.02086577390221115
500,0.069653311447971419,57.951311963569268,0.27397700500752376,150.66580525699422,0.29989811097839486,0.29989811097839486,0,0,0,0,0,0,0,-1.0197715875626123E-06,50.372231307213646,54.099383332266306,62.76199524711155,66.447255061295309,0.82447700084554942,0.82447700084554942,0,0,0,0,0,0,3.4254493674890085E-07,0,0,0,0.13672288677093886,-0.021544170704051128,0.021470801784047297,-0.019755118839386767,-0.020948410630536738,-0.020035295338939062
510,0.070025069559486217,57.951624228513523,0.27406231092865757,150.66570551497779,0.29989935444790555,0.29989935444790555,0,0,0,0,0,0,0,-1.2434695106922078E-06,50.372718880560136,54.097954372982954,62.760656899249895,66.4463767179715,0.82447644290995792,0.82447644290995792,0,0,0,0,0,0,5.5793559150529859E-07,0,0,0,0.13672288677093886,-0.021647252860529841,0.02167824914427964,-0.019755118839386767,-0.021261073475768631,-0.020242914979757085
520,0.070569275206403617,57.951703821555853,0.27411832589566038,150.66570341042248,0.29990052182048221,0.29990052182048221,0,0,0,0,0,0,0,-1.1673725766603305E-06,50.373432662576242,54.096528571572868,62.759379829763624,66.445570587715707,0.82447584896556481,0.82447584896556481,0,0,0,0,0,0,5.939443931124444E-07,0,0,0,0.13672288677093886,-0.021338006391093702,0.021367078103931129,-0.019343553863566211,-0.020844189682126108,-0.019931485518530054
530,0.071172070869748624,57.952149417937626,0.27409923859744295,150.66569389000364,0.29990147774503684,0.29990147774503684,0,0,0,0,0,0,0,-9.5592455462423231E-07,50.374638892381562,54.094918504679285,62.757922670775663,66.444833436318433,0.82447522455682631,0.82447522455682631,0,0,0,0,0,0,6.2440873849212153E-07,0,0,0,0.13672288677093886,-0.022162663642923412,0.022196867544860492,-0.020372466303117606,-0.021677957269411151,-0.020761964081802139
540,0.0716812919405311,57.953071315010412,0.27405999069756387,150.66606319345038,0.29990223723650672,0.29990223723650672,0,0,0,0,0,0,0,-7.5949146988163463E-07,50.376337243112552,54.093532445178745,62.756018019859788,66.444258430433834,0.82447457485579978,0.82447457485579978,0,0,0,0,0,0,6.4970102653383321E-07,0,0,0,0.13672288677093886,-0.022162663642923412,0.02209314386474432,-0.020578248791027882,-0.022094841063053674,-0.020761964081802139
550,0.072103242913757359,57.954086200016881,0.27414710725979491,150.66663162271394,0.299902952255405,0.299902952255405,0,0,0,0,0,0,0,-7.1501889825631437E-07,50.378139930946695,54.092789696328566,62.754195088346151,66.443496081934214,0.82447390467481563,0.82447390467481563,0,0,0,0,0,0,6.7018098415250194E-07,0,0,0,0.13672288677093886,-0.021544170704051128,0.021470801784047297,-0.020063792571252185,-0.021365294424179261,-0.020242914979757085
560,0.07244401261030331,57.955181803661546,0.2743490159114797,150.66689731088695,0.29990362393067876,0.29990362393067876,0,0,0,0,0,0,0,-6.7167527378897418E-07,50.380030568006973,54.092298677016132,62.752935740469852,66.4427106259724,0.82447321847944333,0.82447321847944333,0,0,0,0,0,0,6.8619537230141248E-07,0,0,0,0.13672288677093886,-0.021956499329965982,0.02188569650451198,-0.020269575059162465,-0.021469515372589891,-0.020554344440984116
570,0.0727576622019817,57.9562984353069,0.27465471939289793,150.66722346022837,0.29990411595779209,0.29990411595779209,0,0,0,0,0,0,0,-4.9202711333018456E-07,50.381945682496649,54.091749800219809,62.7521948692145,66.441907216679212,0.82447252040167474,0.82447252040167474,0,0,0,0,0,0,6.9807776859054371E-07,0,0,0,0.13672288677093886,-0.021647252860529841,0.021470801784047297,-0.020063792571252185,-0.021261073475768631,-0.020139105159348074
